,eventClass,hasType,eventName,date,latitude,longitude,hasLocation,hasSubtype,agencyLGUsPresentPreparedness,declarationOfCalamity,evacuationPlan,evacuationCenters,rescueUnit,rescueEquipment,affectedBarangays,dead,injured,missing,affectedFamilies,affectedPersons,displacedFamilies,displacedPersons,totallyDamagedHouses,partiallyDamagedHouses,infraDamageAmount,agricultureDamageAmount,commercialDamageAmount,powerAffected,communicationAffected,roadAndBridgesAffected,seaportsAffected,airportsAffected,areDamsAffected,isTapAffected,allocatedFunds,agencyLGUsPresentAssistance,internationalOrgsPresent,amoungNGOs,itemCostGoods,itemQtyGoods,itemCostWater,itemQtyWater,itemCostClothing,itemQtyClothing,itemCostMedicine,itemQtyMedicine,itemCostOthers1,itemCostOthers2,srrDone,policyChanges,postStructureCost,postTraining,reference,otherDescription,otherDescription,otherDescription,startDate,endDate,id
273,I,Fire (Misc),"Scout Rallos, Kamuning Fire",2004-10-19 00:00:00,,,Quezon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-19,2004-10-19,d18aac6a8da94f6f865e343533a29577
274,I,Fire (Misc),"Vista Verde, North Caloocan Fire",2004-10-17 00:00:00,,,Caloocan City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-17,2004-10-17,9b6121220b384c6980af5209c18027cc
275,I,Fire (Misc),"Oroqueta Rd., Fire",2004-10-14 00:00:00,,,City of Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-14,2004-10-14,ab53d814804f4d28b72ea1987ac5cfc3
276,I,Fire (Misc),"Dalanghita St, Project 2 Fire",2004-10-13 00:00:00,,,Quezon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-13,2004-10-13,a8a95ba8228b4a9bb39a50d2016201ee
277,I,Fire (Misc),Aurora Market at P Burgos St near Katipunan Fire,2004-10-11 00:00:00,,,Quezon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11,2004-10-11,587b415e33b14129ab1d5437e57975c9
278,I,Fire (Misc),Brgy Poblacion 6 Fire,2004-10-11 00:00:00,,,"Brgy Poblacion 6, Dapa, Surigao del Norte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-11,2004-10-11,8abc7ab6cae54042888d206610e4cd12
279,I,Fire (Misc),Bukal Fire,2004-10-07 00:00:00,,,"Brgy Poblacion, Muntinlupa City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-07,2004-10-07,03613b01f73f481cba3bf2cde4c24933
280,I,Fire (Misc),Consunji St. Fire,2004-10-04 00:00:00,,,"City of San Fernando, Pampanga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-04,2004-10-04,7be02056a22145318f531de665eb9502
285,M,Tropical Cyclone,Typhoon Tonyo,2004-10-24 00:00:00,,,Region II,Landslide (Wet)|Flash Flood|Flood (General),PAGASA,Severe Weather Bulletin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Typhoon Tonyo,"No damage reported, should this be included?",,2004-10-24,2004-10-24,9cd3e7691ac4438fb16b77e0c84e335b
286,M,Tropical Cyclone,Typhoon Siony summary,"October 13-23, 2004",,,Region II|V,Landslide (Wet)|Flash Flood|Flood (General)|Tornado,PAGASA,Severe Weather Bulletin,,,,,182,,6,,44378,221890,4441,22295,5,,,,,,,,,,,,,"NDCC, LGU, MERN, DSWD",,,Rice distributed,,,,,,,,,,,,,,,"During Typhoon Siony, heavy rains and ITCZ affect ARMM region, particularly Maguindanao. Caused Totnado in Brgy Polloc, Parang and flashfloods in 17 municipalities where 44378 families were affected.",,,2004-10-13,2004-10-23,494b156c8fe54b8788fb301d550eb77f
287,I,Tornado,Brgy Polloc Tornado,2004-10-18 00:00:00,,,"Parang, Maguindanao del Norte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-18,2004-10-18,ad062c5647324b9481ff3f66a18b9f5b
288,M,Flash Flood,Flash Flood,2004-10-15 00:00:00,,,Maguindanao del Norte | Maguindanao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-15,2004-10-15,8b559a829af242d382716e3d462a69d6
289,M,Tropical Cyclone,Typhoon Rolly,"October 5-8, 2004",,,Region II,Flood (General)|Flash Flood|Rogue Wave|Coastal Flood,PAGASA,Severe Weather Bulletin,,,,,6,5,3,1,14,84,,,,14,17,,,,,,,,,,,,,,50 packs of food,,,,,,,,,,,,,,,"During Tropical Storm Rolly, floods occured in Brgy Baclas and Inauaya, Cauayan where 3 drowned, strong waves in Galas Beach Dipolog (washed away 4, 3 rescued 1 missing) and Brgy Labuan Zamboanga (1 dead, 14 houses affected), a highway cracked due to rains in Zamboanga, and a maritime accident that resulted in drowning of a person who fell overboard in Brgy Rio Hondo, Zamboanga. Typhoon Rolly had strong winds up to 75 kph and gustiness of 90 kph, and was heading north northwest.",,,2004-10-05,2004-10-08,311f3843fc88477faca047e36a70897b
290,I,Rockfall (Dry),"Boulder Fall in Brgy Pinagbayangang, Pagbilao, Quezon",2004-10-09 00:00:00,13.967337,121.6895,"Tanay, Rizal",,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder fell on a lady when she was digging in a deep ravine in Tanay, Rizal",,,2004-10-09,2004-10-09,fcc3dc40f88f429fa4dce262cf3c379d
291,M,Earthquake (Ground Movement),Earthquake,2004-10-26 00:00:00,,,Region 8,Ground Movement,PHIVOLCS,Earthquake Bulletin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnitude 3.8 50 km west of Tagbilaran,"No damage reported, should this be included?",,2004-10-26,2004-10-26,9a4e502b59324155a4571c45c4285942
292,M,Earthquake (Ground Movement),Earthquake,2004-10-11 00:00:00,,,Region 3|4|NCR,Ground Movement,PHIVOLCS,Earthquake Bulletin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnitude 6.2 Tagaytay City,"No damage reported, should this be included?",,2004-10-11,2004-10-11,7789ae275ee04778a53459cb8043e846
293,M,Earthquake (Ground Movement),Earthquake,2004-10-11 00:00:00,,,Region 9,Ground Movement,PHIVOLCS,Earthquake Bulletin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnitude 5.7 General Santos City,"No damage reported, should this be included?",,2004-10-11,2004-10-11,38b9d7b41776424dab809f2b5fb3aedc
294,M,Earthquake (Ground Movement),Earthquake,2004-10-08 00:00:00,,,Region 3|4|NCR,Ground Movement,PHIVOLCS,Earthquake Bulletin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnitude 6.2 67 km west of Tagaytay City,"No damage reported, should this be included?",,2004-10-08,2004-10-08,f6776f6616f94b1d90b357f95358ad3e
295,M,Volcanic Activity (General),Taal Volcano Activity,2004-10-28 00:00:00,14.002,120.993,4-B | 4-A,,PHIVOLCS,Alert Level Raised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indication of low-level episode of unrest, Alert level 0 was raised to Alert level 1","No damage reported, should this be included?",,2004-10-28,2004-10-28,2b5ccbd0c3da4e1b8df4270cb4a8ca15
297,I,Armed Conflict,Brgy Linangtangan Armed Conflict in Maguindanao and Sultan Kudarat,2005-01-01 00:00:00,,,Sultan Kudarat|Maguindanao del Sur,,AFP,,,,,,14,27,1,1,2683,13415,1527,7635,9,,,,,,,,,,,,,,,,"850 sacks of rice, 800 packs of goods",,,,,,,,,,,,,,,Armed conlict in Sultan Kudarat and Maguindanao,Summary of armed conflict reports in January 2005,,2005-01-01,2005-01-01,554637b142c8428592c56d26909874c8
300,I,Armed Conflict,"Santo Nino Church, Shooting Incident",2005-01-16 00:00:00,11.710538,122.363589," Kalibo, Aklan",,,,,,,,1,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shooting in Kalibo Aklan,,,2005-01-16,2005-01-16,f3387179330f42ec8325c70ec7543129
301,I,Human Induced,Fire Incident Summary,"January 5-29, 2005",,,4A|4B|6|7|NCR,,"BFP, CDAG",3rd to 5th Alarm,,,,,8,5,9,,368,1097,,,222,5,246.4,,,,,,,,,,,"BFP, CDAG, NDCC, Brgy Offices, The Guardian, PSWDP, Kabalikat Civicom, 1st QRRB, AFP, Calauag Reservist Club, ",,,,,,,,,,,,,,,,,,"At least 8 fire incidents were reported in NCR, Cebu, Aklan, Quezon","Summary of all fire events in January 2005, done by CCLit and not from NDCC Report",,2005-01-05,2005-01-29,ba9209da926944fb85c475e089782de1
302,I,Fire (Industrial),"16th floor UCPB Building, Paseo de Roxas cor Makati Ave Fire",2005-01-29 00:00:00,,,Makati City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-29,2005-01-29,2b4814abb10f4523870bcaa107715e2d
303,I,Fire (Misc),Poblacion Brgy 3 and 4 Fire,2005-01-27 00:00:00,,,"Calauag, Quezon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-27,2005-01-27,4bf89d1b4c0d49249b6289303b04ba35
304,I,Fire (Misc),"Carlos Palanca, P. Nasat Fire",2005-01-25 00:00:00,,,"Quiapo, City of Manila",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-25,2005-01-25,328c7914d983472884667df5469b1e8a
305,I,Fire (Misc),"Scout Tobias, Roces Avenue Fire",2005-01-22 00:00:00,,,Quezon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-22,2005-01-22,c0d211a0c96b412b8c5f42328b2fb1f6
306,I,Fire (Misc),"Sitio De Asis, San Martin De Porres Service Road Fire",2005-01-22 00:00:00,,,Parañaque City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-22,2005-01-22,71b2cce7692e44a8af77dca5fdfc3752
307,I,Fire (Misc),Barrio Tanyag Fire,2005-01-22 00:00:00,,,Taguig City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-22,2005-01-22,fa5876b5561647699069286ff17e027c
308,I,Fire (Misc),"Talipapa Area, Sitio Manggayad Fire",2005-01-21 00:00:00,,,"Brgy Manoc-manoc, Boracay, Aklan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-21,2005-01-21,8ff015a3ffd745bf9f170bfd9f68fa2e
309,I,Fire (Misc),Tabada St Fire,2005-01-21 00:00:00,,,"Brgy Mambaling, Cebu City",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-21,2005-01-21,2400a1517a6f4fb48a12eb7f0981bbc7
310,I,Fire (Misc),"Don Antonio Heights, Brgy Holy Spirit Fire",2005-01-18 00:00:00,,,Quezon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-18,2005-01-18,4e6831dd882f4a6d9023bed1e45d3f71
311,I,Fire (Misc),Decena St cor Libertad Fire,2005-01-15 00:00:00,,,Pasay City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-15,2005-01-15,40894460c7bb4e668fdf469d30c42230
312,I,Fire (Misc),"Gate 4 Port Area, Borringa St cor Vito Cruz Fire",2005-01-05 00:00:00,,,City of Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-05,2005-01-05,e7a62d1eeac142168755c475e981cc82
315,I,Air,Small Lalaguna Cove Plane Crash,2005-01-16 00:00:00,,,"Brgy Sabang, Puerto Galera, Oriental Mindoro",,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-16,2005-01-16,2cdd4c244ac140e881d723ea379f3e0b
316,I,Water,Coron Pier Sea Mishap (Ship Sunk),2005-01-29 00:00:00,,,"Coron, Palawan",Oil Spill,,,,,,,1,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-29,2005-01-29,fdbcdef16bc541a19c48f6e7de18651a
317,I,Road,"Litex Riverside, Brgy Mangahan, Commonwealth Avenue Bus Crash",2005-01-22 00:00:00,,,Quezon City,,,,,,,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-22,2005-01-22,792ecf2d63f44df187b453e6657033db
318,M,Flash Flood,Flash Floods Summary in Davao Occidental,"January 18-22, 2005",,,Davao Occidental,,PAGASA,Weather Bulletin,,,,,3,1,,,291,,291,,,,0.23,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITCZ brought in several days of heavy rain. ,"January 18, single flash flood drowned 1 person. January 22-24 heavy rains affected 291 families whose homes were flash flooded.",,2005-01-18,2005-01-22,95c52f6481d44c15ae924bc23eca306d
319,I,Flash Flood,Flash Floods Summary in Davao Occidental,2005-01-18 00:00:00,,,"Brgy Tamaoang, Tarragona, Davao Occidental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-18,2005-01-18,4fdfe87e00464448ab1116184cbbe8c3
320,I,Flash Flood,Flash Floods Summary in Davao Occidental,January 22-24 2005,,,"Baganga, Davao Occidental",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-01-22,2005-01-24,7863efa09d934a43a8add0d3a29c5fff
321,I,Rogue Wave,Big Waves in Tawi-tawi,2005-01-02 00:00:00,4.747166,119.406179,"Tawi-Tawi, ARMM",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ITCZ in Mindanao and tail end of cold front caused strong winds to create huge waves in Sintangkai, Tawitawi","Islands of Bungin and Pondohan afected, fisherment reported killed but no verified reports on casualties and property damage.",,2005-01-02,2005-01-02,2f94e978406b485a892c1871d2af4390
322,I,Landslide (Dry),"Landslide in St Bernard, Southern Leyte",2006-02-17 00:00:00,10.333333,125.097222,Southern Leyte,,,,,,,,8,156,28,968,3850,18862,1014,3742,375,,92.2,22.6,,,,,,,,,223915387.78,"NDCC, LGU, AFP, DSWD, DOH, DENR, PNRC, PAGASA, DPWH, DILG, DOTC, PCG, DepEd, NGOs","US, India, Taiwan, China, Indonesia, Malaysia, Singapore, Thailand, Japan, Turkey, and Korea Govts, UN, USAID, UNICEF, UNDAC, Unidad Canina de Rescete Y Salvamento (Spain), JICA, IFRCC, OXFAM, FELFSCCAG, AusAID, World Vision, Save the Children, Plan International, Hyundai, KIA, Japan Group of Company, Hanjin Heavy Industries Construction LTD, Japanese Chamber of Commerce Inc, Japanese Association Manila Inc.",,,,,,,,,,,,,,,,NDCC OCD Final Report,"Landslide occured in Brgy Guinsaugon, St Bernard, Southerne Leyte at 10:36 am, 17 February, 2006. There were cracks reported by MGB at slopes prior to landslide, there was two weeks of continuous heavy rain and a magnitude 2.6 earthquake felt prior to the event. A few minutes after the entire barangay was buried by landslide materials (mud, boulders, angular fragments of highly weathered volcanic rocks), and mud and water spurted out of the detached slope. ",Occurence of 53 persons from other Brgys during the occurence of the landslide.,,2006-02-17,2006-02-17,24913fc4c4184dcbbcb51587270ad670
323,I,Oil Spill,"M/T Solar 1 Oil Spillage, Guimaras",2006-08-11 00:00:00,10.48244,122.474661,Region VI,,,,,,,,65,,11,2,8580,42109,83,342,,,,,1059185,,,,,,Extreme damage to coastline and marine ecosystems,,95047982.4,"NDCC, LGU, MEPCOM, CGDWV, CGOF, PETRON CORP, MARPOL, Malayan, Harbor Star, First Response Inc, PNRC, NTC, PIA, RCDG, MIA, DOH, DENR, CHD, BFAR-DA, PFDA-DA, DSWD, PCG, DOST, UPV, ITOPF, OPARD, WV, Aksyon Radyo, MEPU, FMRSI, PLDT, Mirant Ph, Zuelig, Chevron, Total, Splash Foundation, UniLab Inc, Cleanway Technology Corp, Guard-All Electronic Security Systems Inc, Servicio Filipino, Lockheed Detective and Watchman Agency, Kapuso Foundation, ABS-CBN, Bombo Radyo, Taus Puso","German Technical Cooperation, FAO, Australia Govt, German Development Service Volunteers, IMO, IOPC, P&I Club, UNEP-OCHA UNOSAT, UNICEF, UNDP, Japan Coast Guard, US Coast Guard, NOAA, France Govt",,,1200 rice sacks,,,,,"1,154,77.00",Around 400 residents with illness,,,Anti pollution equipment utilized,"Control spread of oil pollutant and promote welfare of affected ommunities. Shore protecion of uncontaminated resources, shoreline clean up, disposal of waste, bioremediation. Possible relocation of residents. Intensive health campaigns.Integrate spills in contingency plan for emergency disaster preparedness. Integrate health relief and compensation for disease and illness.",,,NDCC OCD Final Report,MT Sorlar 1 (owned by Sunshine Maritime Devt Corp) sank offshore southwest of Luzaran Point Guimaras island. It contained 2 million Liters of industrial fuel (bunker oil). Oil impacted shorelines o,"1,143.43 ha of land and marine area, 305 ha mangroves, 58 ha seaweed farms, 15.8 sq km of coral reefs, 311 km coastline affected by the spillage.",,2006-08-11,2006-08-11,6b568458abd248a58faf896f2f8fbed1
324,I,Miscellaneous Accident (General),IDPs in Mindanao,"August 10, 2008 - July 14, 2009",,,Region 10|12|ARMM,,,,,,,,1368,141,135,,68782,327484,13439,59739,1445,266,99.025,152.566,,,,,,,,,181073031.38,"NDCC, LGU, PCSP, TESDA, DILG, DA, PNP, NEDA, TOG-10, MEDCO, DWSD, UNDP, DOH","UN System, INGOs",,3496667.6,,,,,,2000000,10 units of latrines,,,,"Constructiono of bunkhouses, DepEd implemented alternative learning system Modified In School, Off-School Approach and Advocacy for the Culture of Peace, TESDA Balik Buhay livelihood rehabilitation trainings, DWSD assessment of evacuees",438618,,NDCC OCD Situational Report No. 76,Internally Displaced Populations due to conflict in Mindanao.,"Part of Volume 4, scan of volume not complete.",,2008-08-10,2009-07-14,f102dcd695a242229b64bbb15711170f
325,M,Volcanic Activity (General),1754 Taal Eruption,"May 13, 1754",14.002,120.993,Batangas,Earthquake (Ground Movement)|Tsunami|Ashfall|Pyroclastic Flow|Lava Flow|Flood (General),,,,,,,,12,,,,,,,Very many,,Extreme,,,,,,,,,,,,,,,,,,,,,,,,,Previous towns that were destroyed relocated to areas farther from the lake shore,,,"Global Volcanism Program, NOAA, Catalogue of Philippine Volcanoes by Phivolcs, National Geographic Vol 23 No 4 April 1912, A synthesis and review of historical eruptions at Taal Volcano, Southern
Luzon, Philippines, Perla J. Delos Reyes et al 2018  Earth Science Reviews vol 177","May 15 to December 4, 1754 ""> 100 explosions; ~150 million m3 of ejecta; eruption column ~40 km; ash drifted W, SW & S resulting in collapse of houses with ~1.1 m volcanic
deposits; deposits covered an area of 400 km2 and reached Manila but thickness undetermined; pyroclastic density currents affected entire volcano island, crossing the lake and affected shoreline communities but majority towards W & SW; complete devastation of Old Taal, Old Lipa, Sala and Old Tanauan; damming of Pansipit River causing flooding in Old Lipa and Old Tanauan;""",Does not include areas which experienced minor ash fall.,,1754-05-13,1754-05-13,5ced99b9eeac453aaad106b5b699840c
326,M,Volcanic Activity (General),1814 Mayon Eruption,"February 1, 1814",13.257,123.685,Albay,Earthquake (Ground Movement)|Ash Fall|Pyroclastic Flow|Lava Flow|Severe Weather,Cagsawa Church,Warning from Church Bell,"Locals in 1772 had asked Governor General to relocate their towns of  Cagsawa and Budiao to where Daraga is now, however the plan was not implemented.",,,,,1200,,,,,,,Many,,Severe,,,,,,,,,,,"Fr. Francisco Aragoneses, parish priest of Cagsawa and Budiao asked donations from good hearted people from the capital city Manila, but these reached the victims only until several months later. The local authorities had already decided to relocated the survivors in a place they could both insure their safety and provide them their good land where they once more put up their houses and till the land.",,,,,,,,,,,,,,Daraga was chosen as the best place to relocate the victims.,,,"Global Volcanism Program, NOAA, Catalogue of Philippine Volcanoes by Phivolcs, Volcan de Albay by Enrique Abella Casariego, Cayetano Sanchez OFM. ""A Town Called Daraga"". DPI Bulletin Vol. I No. 7. 7 September 1976. Text in blog https://orgolyo.blogspot.com/2015/10/tragic-mistake-on-february-1-1814.html) ","February 1-15, 1814 ""A great earthquake was felt followed by loud thunders. It kept on throwing lava violently, when the cloud slowly extended, darkening the earth and setting fire to the atmosphere. From the earth you could see lightning and sparks coming out and crossing with each other, composing a terrifying tempest. This was immediately followed by such a terrible rain of wide lit rocks that destroyed and set fire to all they found in their way. Short after smaller stones, sand and ash fell, lasting for longer than three hours and the darkness at least for five hours. It burnt and destroyed entirely the villages""","Camalig, Cagsawaa and Budiao, half of Albay and Guinobatan and to a lesser extent Bulusan Does not include areas which experienced minor ash fall.",,1814-02-01,1814-02-01,44ce11f80fcb440290b45c35caa3869a
327,M,Volcanic Activity (General),1911 Taal Eruption,1911-01-30 00:00:00,14.002,120.993, Batangas,Earthquake (Ground Movement)|Tsunami|Ash Fall|Pyroclastic Flow,"Manila Observatory, Royal Meteorological Society, Bureau of Science","995 seismic disturbances - up to intensity IV, Iminent volcanic eruption - advisory to evacuate and camp in open grounds",,,,Local motorboats of fishermen,13,1335,199,Many,,Very many,,Very few,543,,Severe,0.13,Damaged,Damaged,Damaged,Damaged,Damaged,,,Damaged,,"Provincial Government under the American Regime, Philippine Constabulary, Philippine General Hospital, Army Hospital, Batangas Schools Officials","US Army Burial Corps, US Army Signal Corps, America Treasury of Batangas, Red Cross",,,,,,,,,Donated,,,,"1914 there was a “seismic and geophysic station at Ambulong, Taal” By the 1920s scientists of the Weather Bureau were observing volcanic activities not only of Taal in Batangas but also of Bulusan in Sorsogon and Mayon in Albay, using ambulant seismic instruments.",,,"Global Volcanism Program, NOAA, Catalogue of Philippine Volcanoes by Phivolcs, National Geographic Vol 23 No 4 April 1912, A synthesis and review of historical eruptions at Taal Volcano, Southern
Luzon, Philippines, Perla J. Delos Reyes et al 2018  Earth Science Reviews vol 177, Disasters as Contingent Events: Volcanic Eruptions, State Advisories, and Public Participation in the Twentieth-century Philippines Filomeno V. Aguilar Jr. Philippine Studies: Historical and Ethnographic Viewpoints Volume 64 Numbers 3-4 September-December 2016 pp. 593-624","January 27 to February 8, 1911 ""Volume of ejecta ~80 million m3; pyroclastic density current affected 15 km of land including entire TVI, Talisay and other lakeshore barrios W of TVI; TF
~25–80 cm thick that affected entire TVI and towns N–NW–W–SW of the island (Talisay, Laurel, Tagaytay, Agoncillo) & can be seen 400 km away from Taal; accretionary lapilli was observed; fissures at Lemery & Taal; explosions heard in Manila (60 km away); 1335 fatalities; damage to flora & fauna""","Talisay, San Nicolas, Laurel, Agoncillo. Does not include areas which experienced minor ash fall. The 1911 eruption of Taal serves as the worst case scenario eruption for the volcano. ""On 28 January morning, the American who worked as tourist guide to the volcano had cabled the Bureau of Science that Taal was in eruption (Worcester 2012, 334). “Meanwhile various other telegrams had been received at Manila, stating that a huge column of black ‘smoke’ had been pouring out of the crater since early morning, and that sinister subterranean umblings were causing panic among the people of the neighboring towns” (ibid.). Given the lament of Fr. Saderra Masó, apparently no one in the colonial government took notice of the telegrams that were sent at least two days prior to the worst explosion. The information sent to the Bureau of Science would appear not to have reached the Weather Bureau, and neither did the latter warn the public despite the series of earthquakes its observatory had recorded and traced to the region of Taal days before the eruption.""",,1911-01-30,1911-01-30,2e14295d99294cf08b0d7034d6b2048a
328,M,Volcanic Activity (General),1951 Hibok Hibok Eruption,1951-12-04 00:00:00,9.203,124.673,"Mambajao, Camiguin",Earthquake (Ground Movement)|Ash Fall|Pyroclastic Flow|Lava Flow|Severe Weather,"Committee on Volcanology of the Department of Agriculture and Natural Resources,  Weather Bureau and Bureau of Mines",,"1950 Recommendations: Permanent evacuation within 2 km from crater especially Sitios of Itum, Kanangkaan, Ilihan, Catubli, and Sibato. Temporary evacuation beyon 2 km of NE quadrant of the volcano.",,,,11,500,,1500,,65000,,20000,Many,,Severe,Severe,,,,,,,,,1000000,"Provincial Government, Philippine Constabulary, Philippine General Hospital, Army Hospital, Batangas Schools Officials, Committe on Volcanology of the Department of Agriculture and Natural Resources,  Weather Bureau and Bureau of Mines, National Research Council-UP",,,,,,,,,,,150000,,,"Establishment of Philippine Volcanological Commission (later PHIVOLCS) and an volcano observatory station at Brgy Quiboro, Mambajao. Republic Act 766 creating the Commission on Volcanology was signed into law on 20 June 1952",,,"Global Volcanism Program, NOAA, Catalogue of Philippine Volcanoes by Phivolcs, Lawrence Journal-World December 4 and 11 1951, https://www.youtube.com/watch?v=j_pTwnURbk4&feature=youtu.be , The calamities of 1951 and the president's action-- The Freeman January 5 2015, Time Magazine December 17 1951--The Philippines:Tragedy at Hibok-Hibok, A preliminary report on the recent eruptions of Hibok-hibok volcano Camuguin Island Philippines by the Philippine Geodetic and Geophysical Institute 1952, Disasters as Contingent Events: Volcanic Eruptions, State Advisories, and Public Participation in the Twentieth-century Philippines Filomeno V. Aguilar Jr. Philippine Studies: Historical and Ethnographic Viewpoints Volume 64 Numbers 3-4 September-December 2016 pp. 593-624","Activity of the Hibok-Hibok from September 1, 1948 to July 16, 1953, resulted in a series of deaths and damages but the December 1951 eruptions resulted in the most casualties and widest scope of destruction. The initial eruption in 1948 was a lava flow and dammed Kanangkaan Valley and the 1949 activity shifted to dark heavy, hot ash clouds from the new Itum crater where only 2 men were killed and tillable land in this area was destroyed. The 1950 eruption of some ash and minor ejecta caused casualties because the locals had become accustomed to and unperturbed by the activity of the volcano and have ventured to cultivate lands close to it as well as carry on with their daily lives, in addition to the topography of the area that localized the effects of the blast. Thus, being accustomed to minor volcanic acitivity, having topography which would direct volcanic material to towns downslope, plus and unexpecting a strong and very explosive eruption, The 1951 activity caused a widespread destruction from hot glowing pyroclastic flows the buried the town of Mambajao.",Does not include areas which experienced minor ash fall.,,1951-12-04,1951-12-04,894162fc71aa424d9f00d34239039dfd
